__type__,__key__,author,title,journal,booktitle,year,volume,number,pages,publisher,doi,url,isbn,issn,keywords,abstract,__source__,chapter,eprint,note
article,https://doi.org/10.1002/jcc.70400,"Inoue, Nobuki and Nakamura, Hisao",Correction Scheme for Molecular Total Energies From Quantum Phase Estimation Under Limited Qubit Resources,Journal of Computational Chemistry,,2026,47,14,e70400,,https://doi.org/10.1002/jcc.70400,https://onlinelibrary.wiley.com/doi/abs/10.1002/jcc.70400,,,"dynamical electron correlation, fault-tolerant quantum computer, multireference theory, post-correction scheme","ABSTRACT We propose a practical method for accurately evaluating molecular total energies using a hybrid approach that integrates fault-tolerant quantum computers with classical computing. Our scheme consists of two complementary components: quantum dominant orbital selection (QDOS) and subspace dynamical correlation (SDC). QDOS extracts only the essential active orbitals from the complete active space (CAS) configuration interaction (CI) state on a quantum computer, yielding a compact active space suitable for classical CASCI calculations. SDC then evaluates dynamical-correlation corrections for the CASCI energy using this compact state, which remains tractable on classical machines. To demonstrate that the CAS energy obtained on a quantum computer can be post-corrected by SDC, we examine two frameworks: multireference perturbation theory and tailored coupled-cluster theory. Our scheme enables effective treatment of relatively large molecular systems by combining limited quantum and classical resources.",pericles_exported_citations (18).bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/jcc.70400,e70400 2726021
article,https://doi.org/10.1002/qute.202100162,"Jing, Fang-Ming and Zhang, Zhuo-Zhi and Qin, Guo-Quan and Luo, Gang and Cao, Gang and Li, Hai-Ou and Song, Xiang-Xiang and Guo, Guo-Ping",Gate-Controlled Quantum Dots Based on 2D Materials,Advanced Quantum Technologies,,2022,5,6,2100162,,https://doi.org/10.1002/qute.202100162,https://onlinelibrary.wiley.com/doi/abs/10.1002/qute.202100162,,,"2D materials, graphene, quantum dots, qubits, spin, transition metal dichalcogenides, valley","Abstract 2D materials are a family of layered materials exhibiting rich exotic phenomena, such as valley-contrasting physics. Down to single-particle level, unraveling fundamental physics and potential applications including quantum information processing in these materials attracts significant research interests. To unlock these great potentials, gate-controlled quantum dot architectures have been applied in 2D materials and their heterostructures. Such systems provide the possibility of electrical confinement, control, and manipulation of single carriers in these materials. In this review, efforts in gate-controlled quantum dots in 2D materials are presented. Following basic introductions to valley degree of freedom and gate-controlled quantum dot systems, the up-to-date progress in etched and gate-defined quantum dots in 2D materials, especially in graphene and transition metal dichalcogenides, is provided. The challenges and opportunities for future developments in this field, from views of device design, fabrication scheme, and control technology, are discussed. The rapid progress in this field not only sheds light on the understanding of spin–valley physics but also provides an ideal platform for investigating diverse condensed matter physics phenomena and realizing quantum computation in the 2D limit.",pericles_exported_citations (18).bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/qute.202100162,
inbook,doi:https://doi.org/10.1002/9781394347070.ch14,"Disney, D. Anu and Akilandeswari, V. and Suseela, G. and Kavin, Balasubramanian Prabhu and Kumar, Priyan Malarvizhi",Quantum Machine Learning-Based Smart IoT Model for Precision Agriculture,,Quantum Machine Learning,2026,,,315-335,"John Wiley & Sons, Ltd",https://doi.org/10.1002/9781394347070.ch14,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781394347070.ch14,9781394347070,,"Quantum machine learning, precision agriculture, qubits, quantum computing, yield prediction, IoT sensors","Summary Recent research in the agricultural sector is aligned toward narrowing the gap between food production and growing demands. It is evident that farming has undergone progressive transformations under the notion of precision agriculture which is focused toward improving the quantity and quality of agricultural production by leveraging contemporary computing and communication technologies. Quantum computing is a revolutionizing technology that well transformed the landscape of food production by improving agricultural practices and promoting sustainable development in the food sector. By harnessing the massive processing power of modern-day quantum computers, the researchers are striding forward to improve agricultural productivity optimal resource utilization. This research work focuses on developing a comprehensive quantum-based framework for optimizing and improving the agricultural practices by augmenting the prowess of IoT sensors. This work included most of the farming-based operations and proposals of more generic quantum-enhanced machine learning solutions or improving the crop productivity. However, it has to be observed that quantum solutions are still in its initial stage, and hence the application of quantum waste solutions in the agricultural sector may face significant challenges. Hence, this work enumerate the potential challenges that has to be combated by the future researchers.",pericles_exported_citations (18).bib,14,https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781394347070.ch14,
article,https://doi.org/10.1002/cphc.202200468,"Kar, Susmita and Bhattacharyya, Shankar Prasad",Tunnelling Dynamics of Kicked Systems: A Route to Tunnelling Control,ChemPhysChem,,2023,24,9,e202200468,,https://doi.org/10.1002/cphc.202200468,https://onlinelibrary.wiley.com/doi/abs/10.1002/cphc.202200468,,,"quantum tunnelling, kicked system, discontinuous field, spatial symmetry, quantum localization","Abstract The effects of discontinuously time-varying perturbations on the dynamics of a particle moving in harmonic, symmetric double well and symmetric triple well potentials, are investigated both classically and quantum mechanically. The quantum dynamics is followed using the time-dependent Fourier grid Hamiltonian (TDFGH) method while the classical dynamics is analyzed within the framework of classical Hamiltonian mechanics. Depending on the spatial symmetry of the perturbation and the characteristic features of the reversal time , different types of ‘phase space’ structures are observed in each of the potentials. For symmetric double and triple well potentials, quantum dynamics reveals that complete destruction of tunnelling (CDT) can be achieved in the presence of a time-dependent spatially asymmetric perturbing field that is continuous in time. Any discontinuity in time-variation of the perturbation may induce over the barrier transition. The relevance of these results in the context of (i) tunnelling control and (ii) quantum computing with 3-state or 2-state quantum registers is briefly discussed.",pericles_exported_citations (18).bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cphc.202200468,
article,https://doi.org/10.1002/qute.202500799,"Xu, Hai and Li, Wanchun and Chen, Tao and Wei, Kejin and Zhang, Chengxian",Dynamically Optimized Super-Robust Nonadiabatic Holonomic Quantum Gates Based on Superconducting Circuits,Advanced Quantum Technologies,,2026,9,4,e00799,,https://doi.org/10.1002/qute.202500799,https://onlinelibrary.wiley.com/doi/abs/10.1002/qute.202500799,,,"holonomic quantum computation, non-abelian geometric phases, super-robust holonomic quantum gates, superconducting quantum circuits","ABSTRACT Nonadiabatic holonomic quantum computation (NHQC) leverages non-Abelian geometric phases within a nonadiabatic framework to achieve fast and robust quantum gate operations. However, the practical implementation of NHQC is challenged by the imperfect control inherent in experimental environments. Ensuring deep suppression of control error is critical. In this work, we propose a dynamically optimized NHQC scheme to construct universal super-robust holonomic quantum gates. The proposed scheme is implemented by strategically designing a set of dynamically correcting pulses to achieve cyclic evolution, while ensuring that unwanted and disruptive dynamical phase elements, including previously neglected cross-coupling terms, are not accumulated. This constructed super-robust NHQC scheme efficiently safeguards the cyclic evolution process and makes the holonomic gate immune to control error by effectively correcting the error up to the fourth order. Furthermore, when integrated with decoherence-free subspace (DFS) encoding in superconducting quantum circuits, our scheme can achieve high-fidelity holonomic gates, and demonstrate robust resilience against both control errors and collective dephasing errors. Consequently, our work offers a promising pathway toward the realization of scalable and fault-tolerant holonomic quantum computation.",pericles_exported_citations (18).bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/qute.202500799,
article,https://doi.org/10.1107/S2059798316019847,"Zheng, Min and Reimers, Jeffrey R. and Waller, Mark P. and Afonine, Pavel V.",Q|R: quantum-based refinement,Acta Crystallographica Section D,,2017,73,1,45-52,,https://doi.org/10.1107/S2059798316019847,https://onlinelibrary.wiley.com/doi/abs/10.1107/S2059798316019847,,,"quantum refinement, structural biology, X-ray diffraction, neutron diffraction, cryo-EM, cctbx, Q|R","Quantum-based refinement utilizes chemical restraints derived from quantum-chemical methods instead of the standard parameterized library-based restraints used in refinement packages. The motivation is twofold: firstly, the restraints have the potential to be more accurate, and secondly, the restraints can be more easily applied to new molecules such as drugs or novel cofactors. Here, a new project called Q|R aimed at developing quantum-based refinement of biomacromolecules is under active development by researchers at Shanghai University together with PHENIX developers. The central focus of this long-term project is to develop software that is built on top of open-source components. A development version of Q|R was used to compare quantum-based refinements with standard refinement using a small model system.",pericles_exported_citations (18).bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1107/S2059798316019847,LP5021
article,https://doi.org/10.1002/ett.4707,"Samiayya, Duraimurugan and Ramasamy, Jayabharathi and Gunasekar, Manikandan",An efficient congestion control in multimedia streaming using adaptive BRR and fuzzy butterfly optimization,Transactions on Emerging Telecommunications Technologies,,2023,34,3,e4707,,https://doi.org/10.1002/ett.4707,https://onlinelibrary.wiley.com/doi/abs/10.1002/ett.4707,,,,"Abstract Recently, various video streaming platforms such as YouTube, Netflix and so forth have achieved great growth in the media industry. However, uncertain dynamic activities such as low bandwidth, packet loss and rapid fluctuations, quality, and interrupted flow are still creating several complications in multimedia streaming applications and it is necessary to provide enhanced throughput and minimum frame delivery delay. Therefore, the significant objective of this article is to attain enhanced bandwidth allocation as well as a high packet scheduling rate. In this article, an adaptive BBR technique is proposed for transmitting real-time video with minimum transmission delay and packet loss. The adaptive BBR mainly uses the pacing gain update mechanism to maintain different flow rates and minimal data in the bottleneck queue. Also, a fuzzy butterfly optimization (FBO) with a ranking strategy is proposed to attain optimal bandwidth allocation. The FBO algorithm with ranking strategy computes the minimal bandwidth needed by the model to satisfy the service requirement of every queue in a particular round. Then, the packet scheduling is done by employing an intelligent time slice-based round-robin (ITSBRR) technique. The ITSBRR algorithm is employed to enhance the throughput and end-to-end delay by implementing the time quantum-based scheduling mechanism. Finally, the experimental analysis is carried out for various parameters namely single path transmission delay, packet loss; frame delay is computed for various techniques to compute the efficiency of the proposed system.",pericles_exported_citations (18).bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/ett.4707,
article,https://doi.org/10.1002/qute.202100003,"Bathen, Marianne Etzelmüller and Vines, Lasse",Manipulating Single-Photon Emission from Point Defects in Diamond and Silicon Carbide,Advanced Quantum Technologies,,2021,4,7,2100003,,https://doi.org/10.1002/qute.202100003,https://onlinelibrary.wiley.com/doi/abs/10.1002/qute.202100003,,,"electric fields, point defects, quantum technology, single-photon emission, strain, vibronic effects","Abstract Point defects in semiconductors are emerging as an important contender platform for quantum technology (QT) applications, showing potential for quantum computing, communication, and sensing. Indeed, point defects have been employed as nuclear spins for nanoscale sensing and memory in quantum registers, localized electron spins for quantum bits, and emitters of single photons in quantum communication and cryptography. However, to utilize point defects in semiconductors as single-photon sources for QT, control over the influence of the surrounding environment on the emission process must be first established. Recent works have revealed strong manipulation of emission energies and intensities via coupling of point defect wavefunctions to external factors such as electric fields, strain and photonic devices. This review presents the state-of-the-art on manipulation, tuning, and control of single-photon emission from point defects focusing on two leading semiconductor materials—diamond and silicon carbide.",pericles_exported_citations (18).bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/qute.202100003,
article,https://doi.org/10.1002/advs.202001766,"Fan, Daoqing and Wang, Juan and Wang, Erkang and Dong, Shaojun",Propelling DNA Computing with Materials’ Power: Recent Advancements in Innovative DNA Logic Computing Systems and Smart Bio-Applications,Advanced Science,,2020,7,24,2001766,,https://doi.org/10.1002/advs.202001766,https://onlinelibrary.wiley.com/doi/abs/10.1002/advs.202001766,,,"biomaterials, DNA logic computing, functional nucleic acids, logic-directed smart bio-applications, nanomaterials","Abstract DNA computing is recognized as one of the most outstanding candidates of next-generation molecular computers that perform Boolean logic using DNAs as basic elements. Benefiting from DNAs’ inherent merits of low-cost, easy-synthesis, excellent biocompatibility, and high programmability, DNA computing has evoked substantial interests and gained burgeoning advancements in recent decades, and also exhibited amazing magic in smart bio-applications. In this review, recent achievements of DNA logic computing systems using multifarious materials as building blocks are summarized. Initially, the operating principles and functions of different logic devices (common logic gates, advanced arithmetic and non-arithmetic logic devices, versatile logic library, etc.) are elaborated. Afterward, state-of-the-art DNA computing systems based on diverse “toolbox” materials, including typical functional DNA motifs (aptamer, metal-ion dependent DNAzyme, G-quadruplex, i-motif, triplex, etc.), DNA tool-enzymes, non-DNA biomaterials (natural enzyme, protein, antibody), nanomaterials (AuNPs, magnetic beads, graphene oxide, polydopamine nanoparticles, carbon nanotubes, DNA-templated nanoclusters, upconversion nanoparticles, quantum dots, etc.) or polymers, 2D/3D DNA nanostructures (circular/interlocked DNA, DNA tetrahedron/polyhedron, DNA origami, etc.) are reviewed. The smart bio-applications of DNA computing to the fields of intelligent analysis/diagnosis, cell imaging/therapy, amongst others, are further outlined. More importantly, current “Achilles’ heels” and challenges are discussed, and future promising directions of this field are also recommended.",pericles_exported_citations (18).bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/advs.202001766,
article,https://doi.org/10.1002/jcc.70139,"Neres, Lariel Chagas da Silva and Mucelini, Johnatan and Pinheiro, Gabriel Augusto and Ambrósio, Helen Luiza Brandão Silva and Silva, Albérico Borges Ferreira da and Sotomayor, Maria Del Pilar Taboada and Andriani, Karla Furtado",Exploring Monomer-Amino Acid Interactions in Mimicking Mips for PSA Detection—Using the Novel MBASM Approach,Journal of Computational Chemistry,,2025,46,14,e70139,,https://doi.org/10.1002/jcc.70139,https://onlinelibrary.wiley.com/doi/abs/10.1002/jcc.70139,,,"algorithm, DFT, MIP, molecular docking, PSA","ABSTRACT Given the rising incidence of prostate cancer (PCa), there is an increasing demand for cost-effective and reliable methods for early detection using the prostate-specific antigen (PSA) biomarker. PCa remains a leading cause of mortality among individuals with prostates aged 55–80 years. Molecularly Imprinted Polymers (MIPs) represent a promising solution due to their selectivity, sensitivity, and stability for PSA detection. However, the synthesis of MIPs for protein targets presents significant challenges, particularly in the rational selection of functional monomers and cross-linkers. This study introduces a theoretical framework to aid the development of MIPs by assisting in the selection of optimal reagents for PSA targeting. A novel algorithm, the Molecular Binding Algorithm for Surface Mapping (MBASM), was developed to efficiently generate amino acid-monomer complexes. The integrated MBASM + DFT approach was validated through comparison with the GFN2-xTB method and the Quantum Cluster Growth approach implemented in the CREST program. The results demonstrated strong agreement between the methods, establishing MBASM + DFT as a viable and innovative alternative tool for predicting interaction structures and energies. Through this strategy, promising monomers for PSA-targeted MIP synthesis were identified, including itaconic acid, 4-imidazole acrylic acid, and methacrylic acid, with 1,4-divinylbenzene emerging as the most effective cross-linker. This computational methodology provides a powerful and systematic approach for optimizing MIP synthesis aimed at selective PSA detection.",pericles_exported_citations (18).bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/jcc.70139,
article,https://doi.org/10.1002/spe.70080,"Guo, Song and Liu, Zihan and Qu, Zhongle",QRAP: A Quantum Resource Allocation Platform for Adaptive Scheduling Under Topology Constraints,Software: Practice and Experience,,,n/a,n/a,,,https://doi.org/10.1002/spe.70080,https://onlinelibrary.wiley.com/doi/abs/10.1002/spe.70080,,,"deep Q-network, proximal policy optimization, quantum task scheduling, reinforcement learning","ABSTRACT Quantum computing has entered the noisy intermediate-scale quantum (NISQ) era, where limited qubit numbers, short coherence times, and high error rates pose significant challenges to reliable large-scale execution. Efficient scheduling and resource allocation across heterogeneous quantum hardware are therefore crucial for maximizing system throughput, fidelity, and fairness. In this work, we propose a hardware-aware reinforcement learning framework for quantum task scheduling in distributed NISQ systems. Our design explicitly models qubit-level variability, including connectivity degree, coherence times, error rates, and throughput, while integrating task-level constraints such as deadlines, priorities, and concurrency requirements. We formulate the scheduling problem as a constrained optimization task and instantiate it as a Markov decision process (MDP), enabling reinforcement learning agents to learn adaptive strategies. Specifically, we implement deep Q-network (DQN) and proximal policy optimization (PPO) agents, and compare them against heuristic and random baselines. Experimental results demonstrate that PPO consistently outperforms DQN and heuristic methods, achieving higher task completion rates, fewer deadline violations, and more robust adaptation across different reward configurations. This work bridges quantum hardware modeling with reinforcement learning-based scheduling, providing a practical pathway for resource optimization in distributed quantum computing environments.",pericles_exported_citations (18).bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/spe.70080,
article,https://doi.org/10.1002/advs.202520744,"Wang, Yida and Wu, Yang and Zhang, Feng and Periasamy, Parthiban and You, Haiyue and Goh, Denise and Fincham, Rachel Elizabeth Ann and Ning, Xin and Wu, Danping and Liu, Lu and Jiang, Ying and Qian, Zhiwen and Yeong, Joe and Zhang, Yan",Integrating Spatial Proteogenomics in Cancer Research,Advanced Science,,2026,13,29,e20744,,https://doi.org/10.1002/advs.202520744,https://onlinelibrary.wiley.com/doi/abs/10.1002/advs.202520744,,,"AI, dark proteome, deep visual proteomics, spatial proteogenomics, tumor microenvironment","ABSTRACT Background: Spatial proteogenomics marks a paradigm shift in oncology by integrating molecular analysis with spatial information from both spatial proteomics and other data modalities (e.g., spatial transcriptomics), thereby unveiling tumor heterogeneity and dynamic changes in the microenvironment. Methods: We systematically reviewed the evolution of spatial proteogenomics, from single-modality profiling to integration with transcriptomics and metabolomics, from the detection of abundant proteins to exploration of “dark proteome” with low abundance or stability, and from analytic software based on traditional machine learning algorithms to advanced artificial intelligence–driven analytical frameworks. Results: Key advances of sub-fields of spatial proteogenomics include: RNA-protein co-localization: Spatial CITE-seq, enabling RNA–protein co-localization to reveal immune microenvironmental patterns and neoantigen distribution. Spatial Proteomics + Spatial Metabolomics: Matrix-assisted laser desorption/ionization imaging (MALDI), overcoming protein detection bottlenecks and capturing metabolic reprogramming. Deep visual proteomics (DVP): achieving unbiased spatial analysis via AI-guided microdissection. Spatial-aware multiplex dark proteome approaches: Examples are nanodroplet processing in one pot for trace samples (NanoPOTS) and proteoform imaging mass spectrometry (PiMS). Multimodal foundation AI models: Examples are KRONOS and HEIST, which integrate multiple data modalities and significantly improve diagnostic precision and therapeutic prediction. Conclusions and Future Directions: Despite challenges of resolution, standardization, and data complexity, spatial proteomics is advancing rapidly. Together with frontier technologies such as quantum computing, live imaging, and organoid integration, it is driving breakthroughs in cancer diagnosis, personalized immunotherapy, and drug development.",pericles_exported_citations (18).bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/advs.202520744,
inbook,doi:https://doi.org/10.1002/9781394382484.ch19,"Kumar, Anant",Cloud Platforms for Scientific Research and HPC Workloads,,Next‐Generation Technologies in Cloud Computing,2026,,,355-372,"John Wiley & Sons, Ltd",https://doi.org/10.1002/9781394382484.ch19,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781394382484.ch19,9781394382484,,"cloud computing, high-performance computing (HPC), AWS, Azure, Google Cloud Platform (GCP), containerization, Kubernetes, workflow management systems, Nextflow, Snakemake, Apache Airflow, cost optimization, serverless computing, edge computing, quantum computing, artificial intelligence (AI), machine learning (ML), reproducibility, democratization of science, green computing","Summary This chapter gets into how cloud platforms are fundamentally changing scientific research and high-performance computing (HPC). We will explore how moving to the cloud helps overcome the traditional limitations of on-premise computing, offering incredible flexibility to scale resources up or down as needed, and doing so in a cost-optimized way. The discussion traces the evolution of scientific computing, drawing a clear contrast between older HPC methods and the newer, cloud-based approaches, while also addressing the significant hurdle of managing massive datasets. We take an in-depth look at what major cloud providers like Amazon Web Services (AWS), Azure, and Google Cloud, along with specialized HPC cloud services, bring to the table for scientific endeavors. Also, the chapter discusses the crucial role of tools like Kubernetes for container orchestration and workflow management systems such as Nextflow, Snakemake, and Airflow in making research more reproducible and efficient. We also cover smart strategies for optimizing both performance and cost and showcase real-world examples from climate modeling, genomics, and particle physics. Finally, we tackle current challenges, including data transfer complexities, predicting costs, and the ongoing shortage of skilled professionals. Looking ahead, we consider exciting developments like serverless computing, edge computing, the integration of quantum computing, and the growing influence of artificial intelligence and machine learning (AI/ML), all pointing toward a future where scientific computing is more collaborative, environmentally friendly, and accessible to everyone.",pericles_exported_citations (18).bib,19,https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781394382484.ch19,
inbook,doi:https://doi.org/10.1002/9781119905172.ch9,"Dash, Sarthak and Priyadarshini, Sugyanta and Mohanty, Sachi Nandan and Priyadarshini, Sukanya and Dulla, Nisrutha",Quantum Computing in Netnomy,,Evolution and Applications of Quantum Computing,2023,,,145-161,"John Wiley & Sons, Ltd",https://doi.org/10.1002/9781119905172.ch9,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781119905172.ch9,9781119905172,,"Networking, IoT, interface, e-pharmacy, digitalization, quantum technology","Summary The epoch of the twenty-first marks a renaissance in the organizational context of pharmaceutical marketing by setting up a new-fangled market space via quantum computing of innovative services and technical applications that have dynamically changed the ecosystem of pharma marketing. The revolutionary changes in the quantum telecommunication infrastructure have given birth to the concept of Netnomics, which is considered a new paradigm in the economic system. Consequently, the new frontiers in multilayer networking have reshaped markets with comprehensive support of a wide data bank of skilled and functional departments controlling funding, licensing, marketing, and research and development via advanced quantum technology convergence and electronic commerce such as artificial Intelligence, blockchain, Augmented Reality, Virtual Reality, 3D Printing and the Internet of Things, paving the way for digitalized pharma market economy. The radical implication of Quantum Netnomy in the traditional medico landscape is the shift from tectonic shifts in culture to a deluge of data in medical space via quantum entanglement and quantum superposition in experimental marketing transitioning hierarchical strategic modeling to appointing skilled silos, from reviving outdated services to redesigning self-monitoring and self-controlling systems and from altering face to face transaction to human-computer interaction, making it convenient for unserved, and unreached masses deprived of potent health care services. The paper confronts the typical view about the mechanism of network economy by shedding light on the functioning of the pharmaceutical market in the Network Economy and usability of IoT in its development.",pericles_exported_citations (18).bib,9,https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781119905172.ch9,
article,https://doi.org/10.1002/jcc.24896,"Hermann, Gunter and Pohl, Vincent and Tremblay, Jean Christophe",An open-source framework for analyzing N-electron dynamics. II. Hybrid density functional theory/configuration interaction methodology,Journal of Computational Chemistry,,2017,38,28,2378-2387,,https://doi.org/10.1002/jcc.24896,https://onlinelibrary.wiley.com/doi/abs/10.1002/jcc.24896,,,"correlated electron dynamics, time-dependent density functional theory, electronic flux density, electron density, electronic current density","In this contribution, we extend our framework for analyzing and visualizing correlated many-electron dynamics to non-variational, highly scalable electronic structure method. Specifically, an explicitly time-dependent electronic wave packet is written as a linear combination of N-electron wave functions at the configuration interaction singles (CIS) level, which are obtained from a reference time-dependent density functional theory (TDDFT) calculation. The procedure is implemented in the open-source Python program detCI@ORBKIT, which extends the capabilities of our recently published post-processing toolbox (Hermann et al., J. Comput. Chem. 2016, 37, 1511). From the output of standard quantum chemistry packages using atom-centered Gaussian-type basis functions, the framework exploits the multideterminental structure of the hybrid TDDFT/CIS wave packet to compute fundamental one-electron quantities such as difference electronic densities, transient electronic flux densities, and transition dipole moments. The hybrid scheme is benchmarked against wave function data for the laser-driven state selective excitation in LiH. It is shown that all features of the electron dynamics are in good quantitative agreement with the higher-level method provided a judicious choice of functional is made. Broadband excitation of a medium-sized organic chromophore further demonstrates the scalability of the method. In addition, the time-dependent flux densities unravel the mechanistic details of the simulated charge migration process at a glance. © 2017 Wiley Periodicals, Inc.",pericles_exported_citations (18).bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/jcc.24896,
article,https://doi.org/10.1002/jcc.20292,"Banks, Jay L. and Beard, Hege S. and Cao, Yixiang and Cho, Art E. and Damm, Wolfgang and Farid, Ramy and Felts, Anthony K. and Halgren, Thomas A. and Mainz, Daniel T. and Maple, Jon R. and Murphy, Robert and Philipp, Dean M. and Repasky, Matthew P. and Zhang, Linda Y. and Berne, Bruce J. and Friesner, Richard A. and Gallicchio, Emilio and Levy, Ronald M.","Integrated Modeling Program, Applied Chemical Theory (IMPACT)",Journal of Computational Chemistry,,2005,26,16,1752-1780,,https://doi.org/10.1002/jcc.20292,https://onlinelibrary.wiley.com/doi/abs/10.1002/jcc.20292,,,"IMPACT, Monte Carlo simulation, QM/MM applications","Abstract We provide an overview of the IMPACT molecular mechanics program with an emphasis on recent developments and a description of its current functionality. With respect to core molecular mechanics technologies we include a status report for the fixed charge and polarizable force fields that can be used with the program and illustrate how the force fields, when used together with new atom typing and parameter assignment modules, have greatly expanded the coverage of organic compounds and medicinally relevant ligands. As we discuss in this review, explicit solvent simulations have been used to guide our design of implicit solvent models based on the generalized Born framework and a novel nonpolar estimator that have recently been incorporated into the program. With IMPACT it is possible to use several different advanced conformational sampling algorithms based on combining features of molecular dynamics and Monte Carlo simulations. The program includes two specialized molecular mechanics modules: Glide, a high-throughput docking program, and QSite, a mixed quantum mechanics/molecular mechanics module. These modules employ the IMPACT infrastructure as a starting point for the construction of the protein model and assignment of molecular mechanics parameters, but have then been developed to meet specialized objectives with respect to sampling and the energy function. © 2005 Wiley Periodicals, Inc. J Comput Chem 26: 1752–1780, 2005",pericles_exported_citations (18).bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/jcc.20292,
inbook,doi:https://doi.org/10.1002/9781394347070.ch23,"Sasikumar, A. and Ravi, Logesh and Devarajan, Malathi and Selvalakshmi, A. and Nair, Harishankar K. and Mohamed, Ali Wagdy and Subramaniyaswamy, V.",A Blockchain-Integrated Quantum Model-Based Fusion for Data Security in Smart IoT,,Quantum Machine Learning,2026,,,535-557,"John Wiley & Sons, Ltd",https://doi.org/10.1002/9781394347070.ch23,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781394347070.ch23,9781394347070,,"Quantum technology, cryptography, quantum machine learning, Internet of Things, data security","Summary Data is the bedrock of the contemporary globe. Many parts of our community and industry rely on the constantly created data. Data is used to make better decisions, create new things, and improve systems. Preventing its manipulation or abuse becomes crucial. Modern data protection practices often use encryption methods based on cryptographic technologies. Information safety: The development of computing further aided the safety of information with post-quantum techniques through quantum technology. Because of this, existing systems likewise do not have any of these technologies. Consequently, a conclusive analysis is necessary to establish the significance of a unified system capable of successfully using quantum technology. For the benefit of the IoT, this chapter examines a data protection method based on quantum blockchain. It is possible to improve accuracy by combining data from several modalities, but it demands a lot of processing power. Quantum machines have the potential to handle massive amounts of multidimensional data with ease. CNN studies for multimodal data processing are few, even though quantum computing is advancing rapidly. This chapter introduces a QCNN, a multimodal fusion framework for an innovative system that processes multimodal data supplied by Internet of Things devices, improves the effectiveness of intelligent data by fusing data from diverse modalities, and considers these variables.",pericles_exported_citations (18).bib,23,https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781394347070.ch23,
article,https://doi.org/10.1515/nanoph-2023-0287,"Rinner, Stephan and Burger, Florian and Gritsch, Andreas and Schmitt, Jonas and Reiserer, Andreas",Erbium emitters in commercially fabricated nanophotonic silicon waveguides,Nanophotonics,,2023,12,17,3455-3462,,https://doi.org/10.1515/nanoph-2023-0287,https://onlinelibrary.wiley.com/doi/abs/10.1515/nanoph-2023-0287,,,"quantum memory, quantum nanophotonics, quantum networks, quantum repeaters, rare-earth dopants, silicon photonics","Abstract Quantum memories integrated into nanophotonic silicon devices are a promising platform for large quantum networks and scalable photonic quantum computers. In this context, erbium dopants are particularly attractive, as they combine optical transitions in the telecommunications frequency band with the potential for second-long coherence time. Here, we show that these emitters can be reliably integrated into commercially fabricated low-loss waveguides. We investigate several integration procedures and obtain ensembles of many emitters with an inhomogeneous broadening of <2 GHz and a homogeneous linewidth of <30 kHz. We further observe the splitting of the electronic spin states in a magnetic field up to 9 T that freezes paramagnetic impurities. Our findings are an important step toward long-lived quantum memories that can be fabricated on a wafer-scale using CMOS technology.",pericles_exported_citations (19).bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1515/nanoph-2023-0287,
