citation_key,entry_type,author,title,journal,booktitle,volume,number,pages,year,issn,isbn,doi,url,keywords,abstract,note,editor,publisher,series
AHMED2026100026,article,Shakil Ahmed,Dynamic RIS-assisted THz quantum networks: Joint optimization of entanglement generation and fidelity under channel impairments,Measurement: Digitalization,,6,,100026,2026,3050-6441,,https://doi.org/10.1016/j.meadig.2026.100026,https://www.sciencedirect.com/science/article/pii/S3050644126000058,"Quantum networks, Terahertz wireless communication, Dynamic RIS, Entanglement distribution, Quantum security, Side-channel analysis,","Quantum networks (QNs) supported by terahertz (THz) wireless links present a transformative alternative to fiber-based infrastructures, particularly in mobile and infrastructure-scarce environments. However, signal attenuation, molecular absorption, and severe propagation losses in THz channels pose significant challenges to reliable quantum state transmission and entanglement distribution. To overcome these limitations, we propose a dynamic reconfigurable intelligent surface (RIS)-assisted wireless QN architecture that leverages adaptive RIS elements capable of switching between active and passive modes based on the incident signal-to-noise ratio (SNR). These dynamic RIS elements enhance beamforming control over amplitude and phase, enabling robust redirection and compensation for THz-specific impairments through real-time measurement-driven adjustments. We develop a detailed analytical model that incorporates key physical layer phenomena in THz quantum links, including path loss, fading, thermal noise, and alignment variations. This model also acts as a digital twin, simulating quantum channel measurements under uncertainty. A secure optimization framework is formulated to jointly determine RIS placement and entanglement generation rate (EGR) allocation, while satisfying fidelity, security, and fairness constraints under diverse quality of service (QoS) demands [1]. Fidelity and leakage metrics are treated as measurable quantities, reinforcing the role of measurement in system adaptation. Simulation results demonstrate that the proposed architecture yields up to 87% fidelity enhancement and 65% fairness improvement compared to static RIS baselines, while maintaining robustness under realistic THz channel conditions. The integration of adaptive RIS control and fidelity-aware modeling highlights the digitalization of quantum measurement processes. These results underscore the promise of dynamic RIS technology in enabling scalable and adaptive quantum communications over wireless THz links.",,,,
AERTS2011278,article,Diederik Aerts and Peter Bruza and Yuexian Hou and Joemon Jose and Massimo Melucci and Jian-Yun Nie and Dawei Song,Quantum Theory-Inspired Search,Procedia Computer Science,,7,,278-280,2011,1877-0509,,https://doi.org/10.1016/j.procs.2011.09.050,https://www.sciencedirect.com/science/article/pii/S1877050911006107,"Information Retrieval, Quantum Probability Theory, Hilbert Vector Spaces, Language and Cognition","With the huge number and diversity of the users, the advertising products and services, the rapid growth of online multimedia resources, the context of information needs are even more broad and complex. Although research in search engine technology has led to various models over the past three decades, the investigation for effectively integrating the dimensions of context to deploy advanced search technology has been limited due to the lack of a unified modeling and evaluation framework. Quantum Theory (QT) has created new and unprecedented means for communicating and computing. Besides computer science, optics, electronics, physics, QT and search engine technology can be combined: interference in user interaction; entanglement in cognition; superposition in word meaning; non-classical probability in information ranking; complex vector spaces in multimedia search. This paper highlights our recent results on QT-inspired search engine technology.",Proceedings of the 2nd European Future Technologies Conference and Exhibition 2011 (FET 11),,,
SOUZA2022110085,article,Sérgio Augusto Santana de Souza and Allan Felipe Fattori Alves and Maria Jaqueline Mamprim and Diana Rodrigues Pina,Quality and dose optimization in canine chest radiography using a digital radiography system,Radiation Physics and Chemistry,,195,,110085,2022,0969-806X,,https://doi.org/10.1016/j.radphyschem.2022.110085,https://www.sciencedirect.com/science/article/pii/S0969806X2200127X,"Dose, Digital radiology, Veterinary medicine, Canine phantom","Radiography is becoming increasingly popular as a diagnostic tool in veterinary radiology services. During radiological procedures, containment of the animal is often necessary to ensure a safe examination. This work aimed to establish a methodology to optimize canine radiography protocols in canines of different sizes. Here, was used a set of four homogeneous canine chest phantoms with two different views: dorsoventral and lateral. The authors developed this set of homogeneous canine chest phantoms previously. Effective detective quantum efficiency and entrance skin dose for each test technique was estimated. Then, all test techniques were applied to canine subjects. This allowed subjective evaluations through visual grading analysis (VGA), by the veterinary radiologists. The VGA chooses which test techniques include relevant structures to ensure a medical diagnosis, selecting them as optimized techniques. Based on the ALARA (As Low As Reasonably Achievable) principle, a set of gold standard techniques was chosen among all optimized techniques. Physical parameters were used to identify the image quality of the gold standard for all sizes of patients (small-S, medium-M, large-L, and Giant-G). This work presented a new methodology to optimize digital radiography in veterinary procedures. This optimization process provides a better risk-benefit ratio for professionals and animal owners and a better cost-benefit ratio for radiology services. This work can be performed on any radiological equipment or other anatomical structures.",,,,
CHAUDHARY2024109774,article,Dharminder Chaudhary and Cheng-Chi Lee,Anonymous quantum-safe secure and authorized communication protocol under dynamic identities for Internet of Drones,Computers and Electrical Engineering,,120,,109774,2024,0045-7906,,https://doi.org/10.1016/j.compeleceng.2024.109774,https://www.sciencedirect.com/science/article/pii/S0045790624007018,"Authentication, Key agreement, Internet of Drones, Ring learning with errors, Network security, Cryptography","The Internet of Drones (IoD) refers to the integration of unmanned aerial vehicles (UAVs) into the broader Internet of Things (IoT) ecosystem. This connection enables a wide range of applications and uses. An authenticated key agreement for the Internet of Drones (IoD) allows mobile device owners to establish a connection with a group of drones remotely for safe and effective services including supply delivery, sending photos and data from surveillance, and other communication services. The exchange of sensitive information through open channel, such as the internet, comes with challenges in terms of data protection and authentication. The invention of Shor’s technique, though, creates complications for authorized and secure communication in the era of highly advanced quantum computers. Therefore, we have proposed a secure authenticated key agreement the Internet of Drones (IoD) based on lattice assumption called ”Ring Learning With Error” on lattices. The RLWE operates on algebraic structures known as polynomial rings, which permits faster and space-efficient cryptographic operations. This efficiency is especially beneficial for limited storage devices (IoD/IoT). This framework is able to withstand quantum attacks, and it is suitable for low computation devices. This protocol provides anonymous communication for both user and drone. Additionally, this protocol ensures user privacy, from breaking session key security, or from withstanding impersonation attacks, and enables mutual authentication, and it utilizes dynamic identities and ensures freshness of messages. The performance analysis indicates that the proposed system performs better than existing state-of-the-art solutions when tested on benchmark datasets using various evaluation metrics.",,,,
LOGESH2018653,article,R. Logesh and V. Subramaniyaswamy and V. Vijayakumar and Xiao-Zhi Gao and V. Indragandhi,A hybrid quantum-induced swarm intelligence clustering for the urban trip recommendation in smart city,Future Generation Computer Systems,,83,,653-673,2018,0167-739X,,https://doi.org/10.1016/j.future.2017.08.060,https://www.sciencedirect.com/science/article/pii/S0167739X17319222,"Recommender system, Collaborative filtering, Clustering, Quantum-behaved particle swarm optimization, Swarm intelligence, Bio-inspired computing","The development of internet technologies has brought digital services to the hands of common man. In the selection process of relevant digital services to the active target user, recommender systems have proved its efficiency as a successful decision support tool. Among many successful techniques incorporated to generate recommendations, collaborative filtering has been widely used to make similarity-based predictions for the recommendation of the relevant list of items to the users. As an advancement, utilizing clustering mechanisms with collaborative filtering for grouping similar users as clusters can enhance the efficiency of the recommendation generated. Though many clustering mechanisms have been employed to group similar users in the existing works, incorporation of bio-inspired clustering has yet to be explored for the generation of optimal recommendations. In this paper, a novel user clustering approach based on Quantum-behaved Particle Swarm Optimization (QPSO) has been proposed for the collaborative filtering based recommender system. The proposed recommendation approach has been evaluated on real-world large-scale datasets of Yelp and TripAdvisor for hit-rate, precision, recall, f-measure, and accuracy. The obtained results illustrate the advantageous performance of proposed approach over its peer works of recent times. We have also developed a new mobile recommendation framework XplorerVU for the urban trip recommendation in smart cities, to evaluate the proposed recommendation approach and the real-time implementation details of the mobile application in the smart-cities are also presented. The evaluation results prove the usefulness of the generated recommendations and depict the users’ satisfaction on the proposed recommendation approach.",,,,
DUONG202231,article,Dung Hoang Duong and Partha Sarathi Roy and Willy Susilo and Kazuhide Fukushima and Shinsaku Kiyomoto and Arnaud Sipasseuth,Chosen-ciphertext lattice-based public key encryption with equality test in standard model,Theoretical Computer Science,,905,,31-53,2022,0304-3975,,https://doi.org/10.1016/j.tcs.2021.12.013,https://www.sciencedirect.com/science/article/pii/S0304397521007210,"Post-quantum cryptography, Equality test, Cloud computing, Learning with errors, Short integer solution","With the rapid growth of cloud storage and cloud computing services, many organizations and users choose to store the data on a cloud server for saving costs. However, due to security concerns, data of users would be encrypted before sending to the cloud. However, this hinders a problem of computation on encrypted data in the cloud, especially in the case of performing data matching in various medical scenarios. Public key encryption with equality test (PKEET) is a powerful tool that allows the authorized cloud server to check whether two ciphertexts are generated by the same message. PKEET has then become a promising candidate for many practical applications like efficient data management on encrypted databases. Lee et al. (Information Sciences 2020) proposed a generic construction of PKEET schemes in the standard model and hence it is possible to yield the first instantiation of post-quantum PKEET schemes based on lattices. At ACISP 2019, Duong et al. proposed a direct construction of PKEET over integer lattices in the standard model. However, their scheme does not reach the CCA2-security. In this paper, we propose an efficient CCA2-secure PKEET scheme based on ideal lattices. In addition, we present a modification of the scheme by Duong et al. over integer lattices to attain the CCA2-security. Both schemes are proven secure in the standard model, and they enjoy the security in the upcoming quantum computer era.",,,,
HWANG201726,article,Yoon-Suk Hwang and Brendan Bartlett and Melissa Greben and Kirstine Hand,A systematic review of mindfulness interventions for in-service teachers: A tool to enhance teacher wellbeing and performance,Teaching and Teacher Education,,64,,26-42,2017,0742-051X,,https://doi.org/10.1016/j.tate.2017.01.015,https://www.sciencedirect.com/science/article/pii/S0742051X17301130,"Mindfulness, Intervention, Teacher wellbeing, Teacher performance, Systematic review","This systematic review was conducted to report on developments in and implementations of mindfulness-based intervention research for in-service teachers, and the status of that research. The review reported on sixteen studies published up to 2015 from an initial search of 1788 records in PsychINFO, EBSCOhost, Education Source, Scopus, Google Scholar and Mindfulness, a major publication outlet for research in mindfulness. Dimensions of the review included research and intervention design, interventionists, intervention results, intervention fidelity, and measurement validity and reliability. Researchers of quantitative studies predominantly used a randomised-control trial design with a wait-list control group. Analysis of results revealed that (a) relatively few mindfulness-based intervention studies have been conducted, (b) interventions were provided primarily to enhance teacher wellbeing and teacher performance, (c) different definitions of mindfulness and components of practice were incorporated into descriptions of mindfulness-based interventions, (d) intervention fidelity was rarely reported, and (e) researchers seldom used both direct and indirect measures of effects. A secondary analysis was conducted of studies using qualitative methods. This highlighted in-service teachers' experiences of learning and practising mindfulness, and provided potential explanations for the effects of mindfulness-based interventions found in primary quantitative studies. The review results are discussed collectively within the framework of evidence-based practice in education. Limitations of the review and future research directions are discussed.",,,,
GUPTA2026100942,article,Namisha Gupta and Divya Punia and Kumar Gautam and Geeta Sikka and Ajay K Sharma and Ahmed Farouk,Realization of measurement-based quantum computing model in fault-tolerant distributed quantum systems,Computer Science Review,,61,,100942,2026,1574-0137,,https://doi.org/10.1016/j.cosrev.2026.100942,https://www.sciencedirect.com/science/article/pii/S157401372600050X,"Distributed quantum computing (DQC), Measurement-based quantum computation (MBQC), Circuit-based quantum computation (CBQC), Fault-tolerant quantum computing(FTQC), Scalability","The constraints on achieving scalable and fault-tolerant quantum computation, together with the intrinsic architectural limitations of monolithic quantum processors, have motivated the exploration of Distributed Quantum Computing systems, where multiple quantum nodes collaborate through entanglement-assisted links to execute large-scale algorithms as a single logical computational platform. As different computational paradigms offer distinct trade-offs, identifying the most suitable architecture for scalable, efficient, and fault-tolerant quantum computing becomes crucial. This paper focuses on the two most widely adopted models, Circuit-Based and Measurement-Based Quantum Computing, and provides a novel and comprehensive comparison across five critical dimensions: algorithm design, hardware heterogeneity, inter-node communication, fault tolerance, and resource efficiency, establishing that MBQC offers distinct architectural and operational advantages for DQC. Building on this comparative framework, the work presents a mathematical perspective through a focused case study on MBQC, illustrating how adaptive measurements and classical feedforward can contribute to measurement-driven robustness against logical errors under realistic noise conditions. The paper concludes by outlining key challenges and future directions for the advancement of robust distributed quantum architectures.",,,,
ABOOD2025103631,article,Enas W. Abood and Ali A. Yassin and Zaid Ameen Abduljabbar and Vincent Omollo Nyangaresi and Ali Hasan Ali,Provably lightweight and secure IoHT scheme with post-quantum cryptography and fog computing: A comprehensive scheme for healthcare system,MethodsX,,15,,103631,2025,2215-0161,,https://doi.org/10.1016/j.mex.2025.103631,https://www.sciencedirect.com/science/article/pii/S2215016125004753,"IoHT, Post-quantum cryptography, Key encapsulation mechanism (KEM), Role-based access control (RBAC), Symmetric searchable encryption (SSE)","Quantum computers threaten the security of commonly used public-key cryptosystems, such as Rivest-Shamir-Adleman (RSA) and Elliptic Curve Cryptography (ECC). This is because these quantum computers efficiently solve factorization and discrete logarithm problems, which are the basis for RSA and ECC. This compromises confidentiality, integrity, and authenticity in security systems deployed in various applications, such as Internet-of-Healthcare Things (IoHT). Post-quantum cryptography, while a potential solution, introduces computational overheads that can slow service delivery. This poses serious concerns in IoHT safety critical systems as it directly impacts patient safety and healthcare systems. This paper aims to design a post-quantum resistance scheme for IoHTs. Our scheme is based on ECC, Counter mode (CTR), and Key Encapsulation Mechanism (KEM). To guarantee the safety and storage of electronic records for the network entities and support scalability, blockchain and InterPlanetary File System (IPFS) were employed. To achieve improved levels of security and more effective control when accessing specific data and resources, we apply Role-Based Access Control (RBAC). In addition, we deploy Symmetric Searchable Encryption (SSE) for efficient and secure data search. The scheme's security was formally verified using the Scyther tool, and Burrows–Abadi–Needham (BAN) logic. In addition, informal security analysis shows that our proposed scheme offers mutual authentication, confidentiality, integrity, and other security requirements. In addition, it withstands well-known threats and some of the recent threats, such as phishing, quantum, and 51% attacks. Moreover, a comparative analysis was conducted with other related protocols to show the efficiency of the proposed scheme in the IoHT environment. The results indicate that the computation overhead was reduced by 90%, while communication cost and latency were relatively low. On the other hand, throughput was greatly increased while energy consumption was very low. The proposed scheme is a low complexity solution for IoHT environments to address existing threats and maintain data integrity. Blockchain and IPFS ensure secure, scalable e-record storage for network entities. Achieving secure, effective access control with RBAC and enhancing data searchability with SSE.",,,,
ALI2026101367,article,Shabir Ali and Dhirendra Kumar Shukla and Arvind Dagur and Akhilesh Kumar and Nitin Shukla and Sambit Satpathy,Fog-Quant: A quantum computing inspired framework for fog computing deployment over 6G radio access networks,Sustainable Computing: Informatics and Systems,,51,,101367,2026,2210-5379,,https://doi.org/10.1016/j.suscom.2026.101367,https://www.sciencedirect.com/science/article/pii/S2210537926000776,"Fog computing, Quantum computing, 6G networks, Container deployment, Quantum optimization","Future 6G networks promise revolutionary capabilities with terabit speeds and sub-millisecond latency. However, achieving these goals requires fundamental changes in how we manage computing resources. Traditional cloud architectures cannot meet 6G’s strict timing requirements because data must travel too far to distant servers. Fog computing brings processing power closer to users by embedding micro data centers in cell towers and street infrastructure. Yet current fog orchestration methods struggle with 6G’s unique challenges. Terahertz frequencies suffer severe signal degradation. Reconfigurable intelligent surfaces need constant adjustment as users move. Managing thousands of diverse fog nodes while optimizing latency, energy, and resource usage becomes impossibly complex for classical algorithms. This paper introduces Fog-Quant, the first quantum-powered orchestration system designed specifically for 6G fog networks. Our framework combines two quantum algorithms to solve placement problems that defeat traditional methods. Quantum Annealing rapidly explores millions of possible solutions in microseconds. The Quantum Approximate Optimization Algorithm then refines these solutions with mathematical precision. Fog-Quant uses intelligent entropy-based decision making. Simple placement choices use fast classical methods. Complex scenarios activate quantum processing. This adaptive approach ensures optimal performance without wasting computational resources. We evaluated Fog Quant on a calibrated emulation testbed with 10,000 fog nodes and 10,000 microservices. Fog Quant reaches 96.1 percent placement success at 10,000 nodes and reduces energy use by 28.8 percent versus classical baselines. It maintains reliability above 99.995 percent with up to 30 percent node unavailability. Over 90 percent of control loop events finish within 2.2 ms, with a 2.16 ms decision time bound, meeting a 10 ms URLLC requirement in dense urban scenarios.",,,,
LIU2025104248,article,Wenye Liu and Debiao He and Zhichao Yang and Xiaoying Jia and Min Luo,A quantum-resistant oracle-based conditional payment scheme from lattice,Journal of Information Security and Applications,,94,,104248,2025,2214-2126,,https://doi.org/10.1016/j.jisa.2025.104248,https://www.sciencedirect.com/science/article/pii/S2214212625002856,"Oracle-based conditional payments, Lattice-based cryptography, Verifiable encryption, Witness encryption","Oracle-based conditional (ObC) payments are a specific type of transaction whose execution is triggered by the outcome of a predetermined external real-world event, verified by a semi-trusted oracle. ObC payments have broad applications in blockchain systems and real-world scenarios, such as financial adjudication, contractual services, trading and betting. Despite their wide applicability, cryptographic schemes supporting ObC payments are still limited. To the best of our knowledge, no quantum-resistant construction has been proposed to date. We fill this gap and present the first quantum-resistant cryptographic solution for ObC payments. In particular, we propose a cryptographic framework called Relaxed Verifiable Witness Encryption based on Signatures (RVWeS) to fulfill the functionality and security requirements of ObC payments, especially one-wayness and verifiability. We further provide a provably secure construction of RVWeS based on the hardness of Ring-SIS and Ring-LWE in the random-oracle model. Additionally, by leveraging relaxed relations and approximate trapdoors, our construction achieves modularity and efficiency without the need for additional transformations. Finally, we compare our scheme with several functionally similar schemes and built-in blockchain mechanisms, and the results show that our scheme offers a good overall performance and cost.",,,,
KARTHIGA2026247,incollection,M. Karthiga and S. Sankarananth and G. Sathish Kumar and A. Saran Kumar,Chapter 13 - A blockchain-integrated serverless computing approach for Internet of Things–based healthcare applications,,AI-enabled Sustainable Healthcare,,,247-272,2026,,978-0-443-33700-0,https://doi.org/10.1016/B978-0-443-33700-0.00013-3,https://www.sciencedirect.com/science/article/pii/B9780443337000000133,"Network architecture, network (computer science), information systems, safety engineering, signal processing, information retrieval, high performance computing, computing methodology, human-centered computing, computing, computer science, computer security and privacy, IoT healthcare, blockchain, serverless computing, smart contracts, remote patient monitoring, emergency medical response, cloud computing, data integrity, EHR interoperability, federated learning","The convergence of the Internet of Things (IoT), serverless computing, and blockchain offers transformative potential for next-generation healthcare. IoT devices generate massive volumes of sensitive medical data, but are constrained by limited computational and energy resources. Serverless computing addresses scalability and latency by enabling on-demand cloud functions, while blockchain ensures tamper-proof, decentralized, and transparent data management. This chapter proposes a blockchain-integrated serverless architecture for IoT-based healthcare applications, with emphasis on emergency medical response scenarios. The framework combines serverless cloud functions for real-time analytics with blockchain-based smart contracts for secure and auditable data exchange. A detailed case study demonstrates how the system accelerates alerts to emergency medical services while ensuring trust among multiple stakeholders. Comparative evaluation highlights improvements in latency, throughput, diagnostic accuracy, and energy efficiency over traditional models. Additional applications are explored, including remote patient monitoring, electronic health record interoperability, artificial intelligence–driven diagnostics, and supply chain security. Challenges such as blockchain scalability, privacy compliance, and regulatory acceptance are discussed alongside future research directions like quantum-resistant blockchains and federated learning integration. The chapter establishes that performance and trust can coexist in healthcare IoT through the synergy of blockchain and serverless paradigms.",,M. Nivaashini and S. Sountharrajan and E. Suganya and Balamurugan Balusamy and Ali Kashif Bashir,Academic Press,
DINH2026,article,Nghia Dinh and Vinh Truong Hoang and Viet-Tuan Le and Kiet Tran-Trung and Ha Duong Thi Hong and Bay Nguyen Van and Hau Nguyen Trung and Thien Ho Huong and Kittikhun Meethongjan,YOLOv10-HQGNN: A Hybrid Quantum Graph Learning Framework for Real-Time Faulty Insulator Detection,"Computers, Materials and Continua",,86,3,,2026,1546-2218,,https://doi.org/10.32604/cmc.2025.069587,https://www.sciencedirect.com/science/article/pii/S1546221826000652,"Object detection, GNN, QGNN, HQGNN, Quantum, YOLO, power quality","Ensuring the reliability of power transmission networks depends heavily on the early detection of faults in key components such as insulators, which serve both mechanical and electrical functions. Even a single defective insulator can lead to equipment breakdown, costly service interruptions, and increased maintenance demands. While unmanned aerial vehicles (UAVs) enable rapid and cost-effective collection of high-resolution imagery, accurate defect identification remains challenging due to cluttered backgrounds, variable lighting, and the diverse appearance of faults. To address these issues, we introduce a real-time inspection framework that integrates an enhanced YOLOv10 detector with a Hybrid Quantum-Enhanced Graph Neural Network (HQGNN). The YOLOv10 module, fine-tuned on domain-specific UAV datasets, improves detection precision, while the HQGNN ensures multi-object tracking and temporal consistency across video frames. This synergy enables reliable and efficient identification of faulty insulators under complex environmental conditions. Experimental results show that the proposed YOLOv10-HQGNN model surpasses existing methods across all metrics, achieving Recall of 0.85 and Average Precision (AP) of 0.83, with clear gains in both accuracy and throughput. These advancements support automated, proactive maintenance strategies that minimize downtime and contribute to a safer, smarter energy infrastructure.",,,,
KHAN2026101038,article,Haneef Khan and Ishan Budhiraja and Atul Kumar Srivastava,Quantum federated reinforcement learning-based resource allocation scheme for digital twin-aided D2D groups with NOMA in 6G networks,Vehicular Communications,,60,,101038,2026,2214-2096,,https://doi.org/10.1016/j.vehcom.2026.101038,https://www.sciencedirect.com/science/article/pii/S2214209626000409,"D2D, DT, Edge users, NOMA, Resource allocation, And QFRL","Device-to-device (D2D) communication is a key enabler for sixth-generation (6G) networks to enhance spectral efficiency, reduce latency, and support proximity-based services. However, resource allocation in terahertz (THz)-enabled non-orthogonal multiple access (NOMA) assisted D2D networks is highly challenging due to the combined effects of severe co-channel and cross-tier interference caused by spectrum reuse, high user mobility leading to dynamic network topology, rapidly varying THz channels with strong path loss and molecular absorption, and tightly coupled power allocation in NOMA with successive interference cancellation (SIC) constraints. These factors, along with stringent quality-of-service (QoS) and ultra-low latency requirements, result in a complex, non-convex, and time-varying optimization problem. To address these challenges, this paper proposes an advantage-weighted quantum federated reinforcement learning (AWQFRL) framework for intelligent resource allocation in 6G D2D networks. A comprehensive system model is developed in which digital twin (DT)–enabled D2D groups (DDGs) provide real-time state abstraction and mobility-aware environment representation, while D2D users employ NOMA with cooperative full-duplex relaying under realistic THz propagation and channel state information (CSI) aging effects. The resource allocation problem is formulated as a mobility-aware Markov decision process (MDP) aiming to maximize weighted end-to-end D2D throughput under signal-to-interference-plus-noise-ratio (SINR) and latency constraints. To ensure scalability and privacy preservation, quantum federated reinforcement learning is employed, where local policies are approximated using variational quantum circuits (VQC), and an advantage-weighted aggregation mechanism robustly integrates heterogeneous client updates under non-IID data and mobility effects. Extensive simulations demonstrated that the proposed AWQFRL framework achieves approximately 30–45% higher weighted throughput, 25–40% lower outage probability, and 20–35% faster convergence compared with DAQFL, DTQFL, and ESQFL schemes.",,,,
CHOU2026,article,Yao-Hsin Chou and Cheng-Yen Hua and Ru-Wei Tseng and Shu-Yu Kuo,Quantum-Inspired Optimization Algorithm for 3D Multi-Objective Base-Station Deployment in Next-Generation 5G/6G Wireless Network,"Computers, Materials and Continua",,87,2,,2026,1546-2218,,https://doi.org/10.32604/cmc.2025.075705,https://www.sciencedirect.com/science/article/pii/S1546221826002274,"3D network deployment, quantum-inspired optimization, B5G/6G, multi-objective optimization, coverage, deployment cost, urban wireless planning","The rapid growth of mobile and Internet of Things (IoT) applications in dense urban environments places stringent demands on future Beyond 5G (B5G) or Beyond 6G (B6G) networks, which must ensure high Quality of Service (QoS) while maintaining cost-efficiency and sustainable deployment. Traditional strategies struggle with complex 3D propagation, building penetration loss, and the balance between coverage and infrastructure cost. To address this challenge, this study presents the first application of a Global-best Guided Quantum-inspired Tabu Search with Quantum-Not Gate (GQTS-QNG) framework for 3D base-station deployment optimization. The problem is formulated as a multi-objective model that simultaneously maximizes coverage and minimizes deployment cost. A binary-to-decimal encoding mechanism is designed to represent discrete placement coordinates and base station types, leveraging a quantum-inspired method to efficiently search and refine solutions within challenging combinatorial environments. Global-best guidance and tabu memory are integrated to strengthen convergence stability and avoid revisiting previously explored solutions. Simulation results across user densities ranging from 1000 to 10,000 show that GQTS-QNG consistently finds deployment configurations achieving full coverage while reducing deployment cost compared with the state-of-the-art algorithms under equal iteration times. Additionally, our method generates well-distributed and structured Pareto fronts, offering diverse planning options that allow operators to flexibly balance cost and performance requirements. These findings demonstrate that GQTS-QNG is a scalable and efficient algorithm for sustainable 3D cellular network deployment in B5G/6G urban scenarios.",,,,
XU2025103491,article,Sheng-wei Xu and Shu-han Yu and Wan-Lu Liu and Zi-Yan Yue and Yi-Long Liu,LB-CLBS: Lattice-based certificateless blind signature scheme for vehicle sensing within intelligent transportation,Journal of Systems Architecture,,167,,103491,2025,1383-7621,,https://doi.org/10.1016/j.sysarc.2025.103491,https://www.sciencedirect.com/science/article/pii/S1383762125001638,"Module lattices, Certificateless blind signatures (CLBS), Random oracle model (ROM), Intelligent transportation","In intelligent transportation, sensors installed on vehicles provide various intelligence services to relevant management departments by collecting road information and other sensing data. Government administrations use these data to provide convenient services to vehicle users and promote intelligent transportation development. However, as the importance of data continues to grow, the threats to the privacy of sensing data have increased dramatically. Malicious attackers can illegally obtain sensitive information about a vehicle, including speed, location, behavioral preferences and other data. Furthermore, the rise of quantum computing continues to pose a challenge to vehicle privacy data. Therefore, in this paper, we propose a new lattice-based certificateless blind signature (LB-CLBS) scheme using the module lattice to enhance vehicle privacy protection in intelligent transportation environments. Concretely, we use certificateless cryptography to construct a blind signature scheme based on the basic framework of Dilithium, which both ensures that the scheme is post-quantum and solves the key escrow problem in traditional cryptosystems. Based on the module version of Small Integer Solution (MSIS) and module version of Learning With Error (MLWE) hard problems, we prove that the LB-CLBS scheme is existential unforgeability under adaptively chosen message attacks (EUF-CMA) in the random oracle model. The performance evaluation shows that our scheme has an advantage over the previous scheme in every security performance. In addition, the computational efficiency of our scheme is improved by at least 70% compared with the previous schemes.",,,,
SHARMA20252179,article,Puneet Sharma and Dhirendra Prasad Yadav and Bhisham Sharma and Surbhi B. Khan and Ahlam Almusharraf,Energy Efficient and Resource Allocation in Cloud Computing Using QT-DNN and Binary Bird Swarm Optimization,"Computers, Materials and Continua",,85,1,2179-2193,2025,1546-2218,,https://doi.org/10.32604/cmc.2025.063190,https://www.sciencedirect.com/science/article/pii/S154622182500801X,"Cloud computing, quality of service, virtual machine, allocation, deep neural network","The swift expansion of cloud computing has heightened the demand for energy-efficient and high-performance resource allocation solutions across extensive systems. This research presents an innovative hybrid framework that combines a Quantum Tensor-based Deep Neural Network (QT-DNN) with Binary Bird Swarm Optimization (BBSO) to enhance resource allocation while preserving Quality of Service (QoS). In contrast to conventional approaches, the QT-DNN accurately predicts task-resource mappings using tensor-based task representation, significantly minimizing computing overhead. The BBSO allocates resources dynamically, optimizing energy efficiency and task distribution. Experimental results from extensive simulations indicate the efficacy of the suggested strategy; the proposed approach demonstrates the highest level of accuracy, reaching 98.1%. This surpasses the GA-SVM model, which achieves an accuracy of 96.3%, and the ART model, which achieves an accuracy of 95.4%. The proposed method performs better in terms of response time with 1.598 as compared to existing methods Energy-Focused Dynamic Task Scheduling (EFDTS) and Federated Energy-efficient Scheduler for Task Allocation in Large-scale environments (FESTAL) with 2.31 and 2.04, moreover, the proposed method performs better in terms of makespan with 12 as compared to Round Robin (RR) and Recurrent Attention-based Summarization Algorithm (RASA) with 20 and 14. The hybrid method establishes a new standard for sustainable and efficient administration of cloud computing resources by explicitly addressing scalability and real-time performance.",,,,
MA2024155170,article,Jingya Ma and Hongyuan Gao and Lantu Guo and Huishuang Li,Energy-efficient joint resource allocation for heterogeneous cellular networks with wireless backhauls,AEU - International Journal of Electronics and Communications,,176,,155170,2024,1434-8411,,https://doi.org/10.1016/j.aeue.2024.155170,https://www.sciencedirect.com/science/article/pii/S1434841124000554,"Heterogeneous cellular networks, NOMA, Wireless backhaul, Energy efficiency, Joint resource allocation, QPO","The extensive utilization of wireless services, coupled with the exponential surge in data traffic, has triggered substantial energy consumption. Thereby, growing attentions have been paid to energy-efficient heterogeneous cellular networks (HCNs). In this paper, we concentrate on the joint resource allocation issue under the framework of the non-orthogonal multiple access (NOMA) assisted HCNs with wireless backhauls. To furthermore improve the total system energy efficiency (EE) while ensuring the quality of service (QoS), we formulate the optimization problem as a hybrid joint resource allocation (HJRA) of integer programming and continuous optimization under the cross-tier interference threshold and minimum data rate constraint. The non-convex nature of the optimization problem arises from the fractional objective function and non-convex constraints, making it intractable to efficiently get an exact solution. In this regard, a quantum-inspired political optimizer (QPO) algorithm is devised to find the optimal solution for the HJRA issue, which realizes synchronous allocation of backhaul bandwidth, sub-channels, and power. Simulation results confirm the superiority of the QPO regarding the total system EE over other strategies.",,,,
