citation_key,entry_type,author,title,journal,booktitle,volume,number,pages,year,issn,isbn,doi,url,keywords,abstract,note,address,edition,editor,publisher,series
ZHANG2025109496,article,Youwei Zhang and Zhongde Shan and Xiao Liang and Yong Zang and Shijie Dong and Dehua Jin and Chunling Bao and Qian Yao and Lei Luo and Tao Yang,Novel investigation on inverse estimation of interfacial heat transfer coefficient in Zr705C alloy casting using hybrid QPSO-conjugate gradient method,International Communications in Heat and Mass Transfer,,168,,109496,2025,0735-1933,,https://doi.org/10.1016/j.icheatmasstransfer.2025.109496,https://www.sciencedirect.com/science/article/pii/S0735193325009224,"QPSO, CGM, Zirconium alloy, Interfacial heat transfer","In casting processes, the interfacial heat transfer coefficient (IHTC) is a crucial parameter that affects heat transfer, solidification microstructure, and casting properties, particularly in near-net-shape manufacturing. Accurate IHTC estimation is essential for optimizing casting process parameters, reducing shrinkage and porosity defects, and improving the overall mechanical properties of zirconium alloy castings. Existing IHTC determination methods often rely on empirical estimates or single optimization algorithms, leading to insufficient accuracy or low computational efficiency. This study proposes a hybrid optimization algorithm combining quantum-behaved particle swarm optimization (QPSO) and conjugate gradient method (CGM) to accurately estimate the IHTC during the solidification of Zr705C alloy in various mold materials. The hybrid algorithm initially employs QPSO's global search capability for preliminary optimization, followed by CGM for local refinement, thereby overcoming the limitations of single algorithms in terms of initial value dependency and computational efficiency. Through numerical simulations combined with actual casting temperature measurements, the method's capability to accurately predict heat flux and temperature fields under different mold conditions was validated. The experimental results demonstrate that the hybrid algorithm outperforms both standalone CGM and QPSO algorithms in terms of inverse estimation accuracy (with Pearson correlation coefficients exceeding 0.98) and computational efficiency, while maintaining high robustness under complex boundary conditions and measurement noise (relative heat flux density errors below 15 %). The proposed method provides an efficient and reliable numerical tool for studying interfacial heat transfer behavior in specialized zirconium alloy casting processes. This hybrid optimization approach is not only applicable to zirconium alloys but can also be extended to other refractory metal alloys in casting processes, providing reliable boundary conditions for numerical simulations of various casting geometries.",,,,,,
LI2026125998,article,Demin Li and Tianyuan Wang and Yanni Li and Kai Zhu and Fuyin Cui and Xiaochen Dong and Alistair G.L. Borthwick and Hongda Shi,Optimal PTO passive control of a floating two-buoy wave energy converter based on multi-level optimization,Renewable Energy,,271,,125998,2026,0960-1481,,https://doi.org/10.1016/j.renene.2026.125998,https://www.sciencedirect.com/science/article/pii/S0960148126008244,"Floating two-buoy wave energy converter, Power take-off passive control, Multi-level optimization framework, Optimal power take-off configuration","A fully coupled dynamic multi-level optimization framework combining parameter-sensitivity with interval-constrained global optimization is developed to design the optimal passive power take-off control strategy for a floating two-buoy wave energy converter. Linear, quadratic, and hybrid power take-off configurations are optimized using two hybrid optimization strategies, genetic algorithm–pattern search and particle swarm optimization–pattern search. The coupled numerical model is validated against experimental data from 1:9 scale physical model tests. The three-level optimization framework is implemented as follows. First, power take-off parameter sensitivity analysis determines effective parameter ranges as constraints for use in the next level. Second, two global–local hybrid algorithms iteratively optimize three power take-off passive control models. In the third level, the optimal power take-off coefficients are integrated into the coupled model, and the dynamic responses compared for different optimization strategies to identify the most efficient power take-off passive control configuration. Compared with direct optimization, our proposed multi-level optimization framework significantly enhances both optimization efficiency and solution robustness. The optimization results indicate that a genetic-algorithm-pattern-search optimization framework achieves faster convergence and superior solution optimality for all three power take-off configurations. The hybrid power take-off passive control system achieves both optimal energy conversion and a broad power take-off response bandwidth. This study provides a generalized, efficient, robust approach for power take-off passive control of complex wave energy converter systems and offers a promising pathway towards multi-level optimization design for advanced wave energy technologies.",,,,,,
DOOMS2025103923,article,Ann Dooms and Carlo Emerencia,Efficient quantum algorithms to break group ring cryptosystems,Journal of Information Security and Applications,,88,,103923,2025,2214-2126,,https://doi.org/10.1016/j.jisa.2024.103923,https://www.sciencedirect.com/science/article/pii/S2214212624002254,"Public-key cryptography, Post-quantum security, Group ring cryptosystems","The security of widely-used public-key cryptographic protocols like RSA, Diffie–Hellman key exchange and the Digital Signature Algorithm (DSA) is under threat due to the emergence of quantum computers. Shor’s groundbreaking quantum algorithm poses a significant risk by efficiently factoring large integers into their prime factors, compromising RSA security. Additionally, it solves the Discrete Logarithm Problem, impacting certain Diffie–Hellman-based cryptosystems and digital signatures. Given this, it is imperative to enhance our current cryptographic tools for the post-quantum era, aiming to make it impractical, even with quantum algorithms, to breach the security of new cryptosystems. Prominent alternatives include elliptic curve and lattice-based cryptography, with exploration into other algebraic systems featuring difficult problems to ensure security. This paper establishes that systems based on the difficulty of inverting group ring elements are not quantum-resistant.",,,,,,
USKENBAYEVA20261076,article,Raissa Uskenbayeva and Venera Elle and Aizhan Kassymova and Zhuldyz Kalpeyeva and Aliya Beishenaly and Aizhan Anartayeva,A Mathematical Framework for Multi-Group Participation in Intelligent Group Buying Systems,Procedia Computer Science,,280,,1076-1081,2026,1877-0509,,https://doi.org/10.1016/j.procs.2026.04.139,https://www.sciencedirect.com/science/article/pii/S187705092601152X,"Group Buying, Combinatorial Optimization, Mathematical Model, Intelligent System, Integer Programming, e-Commerce","The paper considers the problem of forming user groups in intelligent group shopping systems in conditions of heterogeneous preferences and the possibility of multiple user participation. Unlike traditional group purchase models, in which each user can only be part of one active group, the proposed approach allows simultaneous user participation in several groups, which significantly increases the flexibility of the system and expands the space of acceptable solutions. The task of forming groups is formalized as a combinatorial optimization problem and presented as an integer linear programming model with binary variables. The model considers practical constraints, including minimum group size, user participation limits, budget constraints, and user compatibility with products. To overcome the computational complexity typical of high-dimensional problems, a hybrid algorithmic approach is proposed that combines combinatorial filtering, greedy heuristics, and precise integer programming methods applied to reduced sets of candidates. The mechanism of incremental updating of solutions is also considered, ensuring the adaptability of the system in a dynamic environment. An illustrative example demonstrates the correctness and interpretability of the proposed model and algorithm. The results show that the assumption of multiple user participation makes it possible to increase the total usefulness of the system and increase the effectiveness of group activation compared to classical approaches, which confirms the practical applicability of the proposed solution in intelligent e-commerce platforms.","The 17th International Conference on Ambient Systems, Networks and Technologies Networks (ANT)/ the 9th International Conference on Emerging Data and Industry 4.0 (EDI40)",,,,,
DESOUZAFARIAS2025109687,article,Tiago de Souza Farias and Lucas Friedrich and Jonas Maziero,QuForge: A library for qudits simulation,Computer Physics Communications,,314,,109687,2025,0010-4655,,https://doi.org/10.1016/j.cpc.2025.109687,https://www.sciencedirect.com/science/article/pii/S0010465525001894,"Quantum computing, Qudits, Quantum simulation, Quantum machine learning","Quantum computing with qudits, an extension of qubits to multiple levels, offers promising advantages in information representation and computational density. Despite its potential, tools for qudit-based quantum computation remain underdeveloped. This article presents QuForge, a Python-based library that introduces a novel computational framework for simulating quantum circuits with arbitrary qudit dimensions. QuForge distinguishes itself by providing scalable and extensible features, such as a complete set of customizable quantum gates, support for sparse matrix representations, and compatibility with GPU and TPU accelerators to optimize performance. By leveraging differentiable frameworks, QuForge accelerates simulations and facilitates quantum machine learning and algorithm development research. Through empirical demonstrations and benchmarks, we highlight the capabilities of the library to address scalability challenges and enable advances in quantum information science, establishing it as a potential tool for advancing research and applications in high-dimensional quantum computing.
Program summary
Program Title: QuForge CPC Library link to program files: https://doi.org/10.17632/8yxx46xgxm.1 Developer's repository link: https://github.com/tiago939/QuForge Licensing provisions: Apache-2.0 Programming language: Python Nature of problem: Quantum computing with qudits, a multi-level extension of qubits, provides advantages in computational density and error correction potential. However, the field faces significant challenges due to a lack of accessible, efficient, and scalable simulation tools tailored for qudits. Existing quantum simulation libraries either primarily focus on qubits or offer limited support for higher-dimensional systems, requiring significant manual effort from users to define gates and circuits. This complexity limits the exploration of high-dimensional quantum systems and the development of algorithms that leverage the unique properties of qudits, such as their expanded state spaces and denser information encoding. Additionally, the high computational and memory overhead associated with simulating large qudit systems further hinders progress, especially in machine learning and hybrid classical-quantum algorithm research. Solution method: The library QuForge addresses these challenges by providing a Python-based library specifically designed for simulating qudit quantum circuits. Leveraging differentiable programming frameworks such as PyTorch, QuForge enables seamless integration with GPUs and TPUs for efficient computation. The library incorporates a comprehensive set of pre-implemented qudit gates, including generalized Hadamard, rotation, and controlled gates, all optimized for high-dimensional systems. Sparse matrix representations are utilized to reduce memory consumption and accelerate simulations, particularly for large-scale qudit circuits. QuForge also supports hybrid classical-quantum workflows by enabling the construction of quantum circuits as differentiable graphs, facilitating research in quantum machine learning. By offering user-friendly tools for customizable gate and circuit construction, QuForge can empower researchers to explore the potential of qudits, paving the way for advancements in qudit-based quantum algorithms.",,,,,,
CHUNG2026110099,article,Dongyun Chung and Jiyong Choi and Jung-Il Choi,VQA_POISSON: A quantum library for solving two-dimensional poisson equations with mixed boundary conditions,Computer Physics Communications,,323,,110099,2026,0010-4655,,https://doi.org/10.1016/j.cpc.2026.110099,https://www.sciencedirect.com/science/article/pii/S0010465526000810,"Variational quantum algorithm, Poisson equation, Quantum fourier transformation, Numerical analysis, Quantum simulation","Variational quantum algorithms (VQAs) have emerged as promising approaches for solving partial differential equations on near-term quantum hardware, offering hybrid optimization schemes that are robust to noise. A key challenge lies in balancing decomposition complexity and circuit depth: reducing the number of unitary terms lowers measurement cost but increases circuit depth, thereby amplifying hardware-induced noise. This work benchmarks three VQA-based solvers for the Poisson equation-Permutation Operator (PO), Sparse Decomposition (SD), and Fourier Diagonalization (FD) methods-all built on a common cost function. The FD method, in particular, leverages the Quantum Fourier Transform to diagonalize circulant Laplacians, enabling a decomposition with only one term per spatial dimension. The trade-off between gate count and noise resilience is systematically analyzed under realistic hardware constraints, including limited qubit connectivity and native gate sets. Empirical results on IBM quantum hardware indicate that while the FD method achieves superior cost scaling and requires fewer measurements, its deeper circuits are more sensitive to hardware noise. In contrast, the SD method provides better noise resilience with shallower circuits, but at the expense of a larger number of measurements. To facilitate reproducibility and further research, an open-source Qiskit-based library is provided for solving Poisson equations with mixed boundary conditions, supporting both IonQ simulators and IBM devices.
PROGRAM SUMMARY
Program Title: VQA_POISSON: A Quantum Library for Solving Two-Dimensional Poisson Equations with Mixed Boundary Conditions CPC Library link to program files: https://doi.org/10.17632/xb534ntv4n.1 Developer’s repository link: https://github.com/MPMC-Lab/VQA_POISSON Licensing provisions: MIT Programming language: Python (3.9 or later recommended) Supplementary material: Example codes and a user manual are available in the GitHub repository. Nature of problem:Simulating quantum algorithms for partial differential equations (PDEs), particularly the Poisson equation, serves as an essential benchmark for hybrid quantum-classical solvers. In the Noisy Intermediate-Scale Quantum (NISQ) era, variational quantum algorithms (VQAs) have emerged as a promising framework for addressing linear systems and PDEs. However, the implementation of VQA-based PDE solvers presents significant challenges, including circuit depth limitations, barren plateaus, and the difficulty of encoding spatial differential operators into hardware-efficient circuits. Furthermore, the absence of standardized benchmarking tools complicates the validation of quantum results against classical numerical solvers. These challenges highlight the need for reproducible, hardware-aware frameworks that enable systematic experimentation and comparative analysis. Solution method:The library implements a variational quantum solver for the two-dimensional Poisson equation on rectangular domains with mixed boundary conditions. Built on the Qiskit framework, the solver encodes solutions using a hardware-efficient ansatz with configurable circuit depth and topology. A predefined cost function-derived from a variational formulation of the Poisson problem-is minimized using classical optimization routines. Multiple decomposition strategies are supported, including a Quantum Fourier Transform (QFT)-based approach that diagonalizes circulant Laplacians with minimal overhead. The package is compatible with both IBM quantum hardware and IonQ simulators, enabling direct benchmarking on real devices as well as noise-free backends. All components are modular and extensible, allowing researchers to easily modify circuit structures, cost functions, and backends for broader experimentation and application. Additional comments including restrictions and unusual features: This library is intended for educational use and benchmarking rather than production-level deployment. The current version supports only uniform grids and rectangular domains in two dimensions, with boundary condition options including Dirichlet, periodic, and symmetric Robin types. Although tailored for the Poisson equation, the architecture can be extended to more general PDEs and variational formulations, including Ritz or Galerkin methods. The library is distributed under the MIT license and designed to facilitate reproducible research in quantum scientific computing.",,,,,,
WANG2026133089,article,Yicheng Wang and Qingsong Zhao and Donghai Bi,A Multi-Objective Collaborative Optimization Framework for Dynamic Multi-Compartment On-Demand Delivery Based on Deep Reinforcement Learning and Evolutionary Search,Expert Systems with Applications,,331,,133089,2026,0957-4174,,https://doi.org/10.1016/j.eswa.2026.133089,https://www.sciencedirect.com/science/article/pii/S0957417426020002,"Dynamic multi-compartment delivery, On-demand delivery platform, Online pickup-and-delivery, Multi-objective collaborative optimization, Deep reinforcement learning","On-demand delivery platforms increasingly face urban food delivery operations in which orders arrive continuously, decisions must be updated in real time, and products require different temperature-control conditions. In such settings, single-compartment and multi-compartment couriers are used to jointly deliver hot and cold items, making delivery planning a dynamic multi-compartment on-demand delivery problem with compartment-capacity, temperature-compatibility, and pickup-and-delivery precedence constraints. Meanwhile, platforms must coordinate the conflicting objectives of platform operating cost, courier workload fairness, and customer satisfaction. This study develops a multi-objective collaborative optimization framework for dynamic multi-compartment on-demand delivery under a rolling-horizon framework. The proposed model simultaneously minimizes platform operating cost, improves courier workload fairness, and maximizes customer satisfaction. To represent customer satisfaction in a tractable and interpretable way, we introduce a piecewise customer satisfaction function based on delivery-time tolerance intervals. To solve the problem efficiently, we propose D3QN-MOCE, a hybrid algorithm that combines a Double Dueling Deep Q-Network with multi-objective co-evolutionary optimization. The reinforcement learning component adaptively selects neighborhood operators during local search, whereas the evolutionary component maintains convergence and diversity of the Pareto solution set. Computational experiments on benchmark instances and a representative simulation scenario inspired by real-world on-demand delivery operations show that the proposed approach consistently generates high-quality and well-distributed Pareto solutions. The results further demonstrate that the framework can effectively reduce platform operating cost, improve courier workload fairness, and enhance customer satisfaction in dynamic multi-compartment delivery environments.",,,,,,
HOOSHMAND2026132823,article,F. Hooshmand and M. Bouzarjomehri and S.A. MirHassani and M. Ghanbarzadeh,A novel efficient algorithm for the imbalanced regression problem,Neurocomputing,,673,,132823,2026,0925-2312,,https://doi.org/10.1016/j.neucom.2026.132823,https://www.sciencedirect.com/science/article/pii/S0925231226002201,"Imbalanced regression, Convex-hull-based clustering, Relevance function, Multi-model regression, Meta-model","Regression is one of the fundamental tools in machine learning, aiming to estimate the relationship between one or more independent variables (features) and a dependent variable (label). In many real-world applications, the training data are imbalanced, meaning that the label distribution is not uniform: some intervals are densely populated while others are sparse, where accurate prediction in sparse regions is often of particular importance. Standard regression algorithms typically perform poorly in such cases due to the dominance of frequent data points. This paper proposes an efficient hybrid algorithm for imbalanced regression that comprises five phases: constructing a relevance function, convex-hull-based clustering, identifying overlapping and non-overlapping areas, designing multi-model regression, and training a meta-model. Computational experiments on real-world datasets demonstrate that the proposed method outperforms existing approaches in the literature of imbalanced regression.",,,,,,
HAMID2026124692,article,Nur Hamid and Willy Dharmawan and Hidetaka Nambo and Haitham Saleh and Sami El Ferik,AdaNGA: Adaptive neuronal genetic algorithms for unmanned surface vehicle dynamic path planning in dynamic environment,Ocean Engineering,,352,,124692,2026,0029-8018,,https://doi.org/10.1016/j.oceaneng.2026.124692,https://www.sciencedirect.com/science/article/pii/S0029801826005263,"Unmanned surface vehicle, Path planning, Dynamic environment, Genetic algorithm, Adaptive function","Dynamic path planning for unmanned surface vehicles (USVs) in dynamic water environments remains a significant challenge due to the dynamic changing obstacles and conditions. To address the challenges, this study introduces AdaNGA (an Adaptive Neuronal Genetic Algorithm) that enhances navigation by integrating neural networks with an adaptive genetic algorithm framework. The main novelty lies in a dynamic fitness function that changes based on obstacle type (static or dynamic), enabling real-time adaptation and efficient path optimization. This study implemented a 3D simulation using Unity 3D platform, incorporating real-time sensor inputs, real-world parameters (wavy water surface, water drag, air drag, buoyancy force, water current, and wind), physics parameters (inertia and thruster delay) and tested on the real-world map-based simulation with dynamic water environment (the Dammam Corniche beach area, Dammam City, Saudi Arabia). The proposed method AdaNGA demonstrates superior convergence speed and reduced travel time compared other basic metaheuristic algorithms (simulated annealing, particle swarm optimization, and basic genetic algorithms) and baseline hybrid algorithms (neural network-genetic algorithms and modified neuronal genetic algorithms). The results validate its effectiveness in both static and dynamic scenarios, offering a robust and intelligent approach to USV navigation in complex environments.",,,,,,
BHATTACHARJEE202545,article,Subhasree Bhattacharjee and Soumyadip Sarkar and Kunal Das and Arindam Sadhu and Bikramjit Sarkar,Utilization of Two Cross Two Switch for Bitonic Sorting Circuit,Micro and Nanosystems,,17,1,45-57,2025,1876-4029,,https://doi.org/10.2174/0118764029314915240828170217,https://www.sciencedirect.com/science/article/pii/S1876402925000133,"Quantum circuit, quantum computing, quantum algorithm, interconnection network, sorting, switching circuits","Background
The synthesis of reversible logic has gained prominence as a crucial research area, particularly in the context of post-CMOS computing devices, notably quantum computing.
Objective
To implement the bitonic sorting circuit, 2x2 switch, is used. The overarching objective of implementing a reversible sorting circuit is to mitigate power consumption while promising secure communication. The successful implementation of the bitonic sorting circuit utilizing the proposed 2x2 switch is validated through simulations conducted in IBM Qiskit.
Methods
This study begins by employing the control swap gate to implement a 2x2 switch, aimed at enabling concurrent computing operations within multiprocessor systems to enhance throughput. Subsequently, following the successful implementation of the 2x2 switch, the study proceeds to design a bitonic sorting circuit.
Results
Bitonic sort using a 2x2 switch on the IBM Quantum Experience (IBMQ) platform via the QISKit SDK in Python 3.6. Specifically, Qiskit v0.29.0 is utilized, with OpenQASM. OpenQASM serves as the quantum assembly and instruction language.
Conclusion
This work presents a methodology for constructing a 2x2 switch, utilizing a reversible control swap gate as its core component. Additionally, it demonstrates the intricate development and implementation of a bitonic sorting circuit, capitalizing on this innovative switch architecture.",,,,,,
LI2024114551,article,Guanzhong Li and Lvzhou Li,Optimal deterministic quantum algorithm for the promised element distinctness problem,Theoretical Computer Science,,999,,114551,2024,0304-3975,,https://doi.org/10.1016/j.tcs.2024.114551,https://www.sciencedirect.com/science/article/pii/S030439752400166X,"Quantum computing, Quantum algorithm, Element distinctness problem","The element distinctness problem is to determine whether a string of N elements, i.e. x=(x1,…,xN) where xi∈1,…,M and M≥N, contains two elements of the same value (a.k.a colliding pair), for which Ambainis proposed an optimal quantum algorithm. The idea behind Ambainis' algorithm is to first reduce the problem to the promised version in which x is promised to contain at most one colliding pair, and then design an algorithm A requiring O(N2/3) queries based on quantum walk search for the promise problem. However, A is probabilistic and may fail to give the right answer. We thus, in this work, design a deterministic quantum algorithm for the promise problem which never errs and requires O(N2/3) queries. This algorithm is proved optimal. Technically, we modify the quantum walk search operator on quasi-Johnson graph to have arbitrary phases, and then use Jordan's lemma as the analyzing tool to reduce the quantum walk search operator to the generalized Grover's operator. This allows us to utilize the recently proposed fixed-axis-rotation (FXR) method for deterministic quantum search, and hence achieve 100% success.",,,,,,
LIU2026126105,article,Yangzhi Liu and Xiangyu Kong and Hongxu Ye and Guoyan Li and Huanhuan Li and Xiangyu Li and Xiaoyan Xiong,Reliability-based preventive maintenance strategy for offshore wind farms considering multiple construction periods,Ocean Engineering,,361,,126105,2026,0029-8018,,https://doi.org/10.1016/j.oceaneng.2026.126105,https://www.sciencedirect.com/science/article/pii/S0029801826019396,"Offshore wind farm, Preventive maintenance, Batch service life, Environmental shocks, Neural network optimization","Operation and maintenance (O&M) costs represent a significant proportion of the life-cycle cost of offshore wind farms, necessitating more efficient and adaptive maintenance strategies. To address this challenge, this study proposes a reliability-based preventive maintenance strategy for batch-layout offshore wind farms. The approach focuses on resolving the fundamental trade-off between over-maintenance and under-maintenance by developing a multi-factor optimization framework that integrates environmental shock effects and batch-dependent characteristics. Environmental shock events are modelled using a non-homogeneous Poisson process (NHPP), and a coupled failure model is established to capture the interaction between shock-induced degradation and component reliability. A comprehensive cost evaluation framework is constructed, incorporating explicit trigger logic for binary maintenance decision variables. To efficiently solve the resulting complex optimization problem, a hybrid neural network with the Monte Carlo algorithm is employed to determine the optimal maintenance and replacement thresholds. The effectiveness and robustness of the proposed strategy are validated through multi-scenario sensitivity analyses. Results demonstrate that the method achieves a balanced trade-off between maintenance costs and production losses while maintaining strong adaptability under varying operating conditions. The proposed framework provides a practical and quantitative decision-support tool for large-scale offshore wind farms and facilitates the transition toward more precise and coordinated O&M management.",,,,,,
XU2026104212,article,Nan Xu and Yanhui Liu,A data-driven approach to predict UHPC-FHST residual performance under axial impact,Advances in Engineering Software,,219,,104212,2026,0965-9978,,https://doi.org/10.1016/j.advengsoft.2026.104212,https://www.sciencedirect.com/science/article/pii/S0965997826001183,"Axial impact, Residual carrying capacity, Machine learning, First-order second-moment, Pearson coefficient, Damage reliability","Ultra-high-performance concrete filled high-strength steel tube (UHPC-FHST) members are extensively applied in contemporary building structures in light of their extraordinary bearing characteristics. Currently, there is a lack of reliable methods to quantify residual carrying capacity of axially impacted UHPC-FHST, which hinders damage evaluation and repair decisions. To address this, this research developed machine learning models by integrating artificial neural network (ANN) with nine metaheuristic optimization algorithms-Chameleon Swarm Algorithm, Dragonfly Algorithm, Giant Armadillo Optimization, Golden Jackal Optimization, Grey Wolf Optimizer, Jumping Spider Optimization Algorithm, Sea-Horse Optimizer, Slime Mould Algorithm and Sparrow Search Algorithm (SSA). Furthermore, this work verified model credibility via monotonicity tests, derived an explicit formula of residual performance, established damage classification and reliability models. The findings indicated that SSA-ANN algorithm performed the best to forecast residual carrying capacity ratio with correlation coefficient of 0.91, with the explicit formula more accurate than existing techniques. The proposed models enable rapid residual behavior evaluation and reduce engineer computational costs. This research provides a precision, engineering-friendly tool for anti-impact design, extends structural reliability theory to UHPC-FHST axial impact and advances data-driven methods in composite structure engineering.",,,,,,
PETRENKO2026100390,article,Sergei Petrenko and Alexey Petrenko and Anatoliy Kazak and Krystina Makoveichuk and Nikolay Oleinikov,Directions for enhancing quantum resilience of blockchain platforms and ecosystems,International Journal of Information Management Data Insights,,6,1,100390,2026,2667-0968,,https://doi.org/10.1016/j.jjimei.2026.100390,https://www.sciencedirect.com/science/article/pii/S2667096826000030,"Blockchain and distributed ledger technology (DLT), Quantum resilience, Post-quantum cryptography, Quantum computing, Blockchain security, Cryptographic primitives, Secure digital infrastructures","Blockchain ecosystems and platforms form a critical foundation for national digital economies worldwide. However, recent advancements in quantum computing, exemplified by breakthroughs from IBM and other leading developers, reveal that these systems may no longer guarantee stability and security against emerging quantum-enabled attacks. The increasing feasibility of such threats, commonly referred to as the “quantum threat,” poses unprecedented risks to the integrity, confidentiality, and reliability of blockchain infrastructures. In response, several technologically advanced countries have initiated efforts to anticipate and mitigate potential quantum cyberattacks. Ensuring the quantum resilience of blockchain systems necessitates novel approaches beyond conventional information security methods. Unlike traditional protections, these approaches aim to prevent systemic failures even under quantum-enabled adversarial conditions. The study identifies and systematizes the main directions for achieving quantum resilience, including post-quantum cryptographic primitives, modified quantum algorithms, and hybrid quantum–classical security models. The review highlights how progress in superconducting, ionic, photonic, and neutral-atom quantum platforms reshapes the threat landscape. A distinctive contribution of this work lies in its integrative perspective — linking cryptographic, architectural, and ecosystem-level aspects of blockchain sustainability under quantum threats. The proposed framework emphasizes combining post-quantum cryptography, quantum-safe protocols, and cross-domain coordination between quantum computing and cybersecurity research. Given the rapidly advancing nature of quantum technologies, the findings presented here not only reflect the current state of the field but also outline strategic directions for developing adaptive, quantum-resilient blockchain systems, including dynamic algorithmic frameworks, formal verification of quantum-resistant smart contracts, and simulation of blockchain protocols against quantum adversary models.",,,,,,
ZHAO20254019,article,Xuan zhao and Rui lu,Dynamic scheduling optimization model and algorithm for linear projects considering local rescheduling,"Engineering, Construction and Architectural Management",,33,5,4019-4045,2025,0969-9988,,https://doi.org/10.1108/ECAM-07-2024-0986,https://www.sciencedirect.com/science/article/pii/S0969998825000736,"Local rescheduling, Linear scheduling method, Opposite learning, Time and cost deviations","
Purpose Linear projects often involve lengthy construction periods, necessitating dynamic adjustments to the plan. Completely rescheduling remaining activities every time can lead to unnecessary time and cost wastage and significant deviations in resource supply. To address these issues, this paper proposes a dynamic scheduling method designed to effectively manage both time and cost during construction projects.

Design/methodology/approach Determining the rescheduling frequency through a hybrid driving strategy and buffer mechanism, introducing rolling window technology to determine the scope of local rescheduling and constructing a local rescheduling model under the constraints of time and cost deviation with the objective of minimizing the cost. Combined decision-making for construction and rushing modes constrained by multiple construction scenarios. Opposite learning is introduced to optimize the hybrid algorithm solution.

Findings Arithmetic examples and cases confirm the model’s feasibility and applicability. The results indicate that (1) continuous rescheduling throughout project construction is essential and effective and (2) a well-structured buffer mechanism can prevent redundant rescheduling and enhance overall control of cost and schedule deviations.

Originality/value This study introduces an innovative dynamic scheduling framework for linear engineering, offering a method for effectively controlling schedule deviations during construction. The developed model enhances rescheduling efficiency and introduces a combined quantization strategy to increase the model’s applicability to linear engineering. This model emerges as a promising decision support tool, facilitating the implementation of sustainable construction scheduling practices.",,,,,,
FANG2026106488,article,Zhiyuan Fang and Longquan Yang and Hanjie Huang and Zhisong Wang,A downburst wind field parameter inversion method based on an improved wind field model and GA-NLP hybrid algorithm,Journal of Wind Engineering and Industrial Aerodynamics,,274,,106488,2026,0167-6105,,https://doi.org/10.1016/j.jweia.2026.106488,https://www.sciencedirect.com/science/article/pii/S0167610526001571,"Downburst, Parameter inversion, Wind field reconstruction, Ambient wind, Genetic algorithm, Nonlinear programming","A novel method for inverting downburst wind field parameters is proposed, combining an improved wind field model with a Genetic Algorithm-Nonlinear Programming (GA-NLP) hybrid approach. Existing wind field reconstruction methods often rely on simplified models that inadequately represent the dynamics of moving downbursts and their interaction with ambient winds. To address these limitations, an enhanced wind field model is introduced, which incorporates a more accurate representation of storm movement, intensity decay, and ambient wind effects. The inversion problem is formulated as an optimization task, and relevant parameter ranges are defined based on previous studies. The GA-NLP hybrid algorithm is employed to optimize the parameter inversion process, improving both accuracy and computational efficiency. The proposed method is validated through simulations using empirical models, CFD data, and time series from two real-world downburst events. Results demonstrate that the method significantly enhances both the accuracy of wind field parameter inversion and the computational efficiency compared to traditional approaches, making it an effective tool for structural wind engineering applications.",,,,,,
WANG2026107880,article,Yian Wang and Xueqing Zhou and Kai Cao,Multi-objective land use optimization for enhanced urban livability using a NSGA-III-differential evolution algorithm,Land Use Policy,,161,,107880,2026,0264-8377,,https://doi.org/10.1016/j.landusepol.2025.107880,https://www.sciencedirect.com/science/article/pii/S0264837725004144,"Land use optimization, Livability, NSGA-III, Multi-Objective Optimization, Shenzhen, Human-centered AI","Balancing economic growth, environmental sustainability, and social equity to enhance urban livability, an essential dimension of human-centered development, poses significant challenges in metropolitan regions. Conventional planning paradigms frequently struggle with navigating the intricate, multi-dimensional trade-offs embedded within human-centered land use decision-making. To bridge this gap, this study proposes a novel human-centered planning support framework that uniquely integrates a hybrid Non-dominated Sorting Genetic Algorithm III with Differential Evolution (NSGA-III-DE) to optimize land use allocation for urban livability. The core novelty lies in the holistic integration of three components: (1) a comprehensive structure of six critical livability objectives, including a newly introduced accessibility metric; (2) an innovative dynamic Floor Area Ratio (FAR) mechanism that co-optimizes development intensity with land use type, realistically modeling densification trade-offs; and (3) a spatially explicit approach that identifies transformation hotspots aligned with urban renewal priorities. The model simultaneously optimizes 5507 land parcels in Shenzhen’s Nanshan District. Empirical validation demonstrates the algorithm's effectiveness, achieving significant improvements across objectives, including a 26.1 % reduction in land use transition costs and a 13.3 % decrease in commuting intensity, while enhancing accessibility by 7.1 %. The resulting Pareto-optimal solutions reveal key policy trade-offs, and identified change hotspots correspond closely with official urban renewal plans, underscoring the model's practical relevance. This study contributes a robust, data-driven decision-support tool for sustainable urban transformation, offering actionable insights for livability-oriented planning in rapidly evolving, high-density contexts.",,,,,,
